strategy,nmr_acquisitions,param_err_pct,max_rel_ci_pct,p_correct,blind_rmse_M
D,10.0,174.01427348925668,10000.0,nan,0.2042398648820838
D,20.0,146.53529373205592,7063.111815694382,nan,0.10699229188406416
D,30.0,77.12104943916702,2014.3834868623758,nan,0.0894808707337218
D,40.0,89.85155887839397,3504.8917510281562,nan,0.03403720513199547
D,50.0,159.96455588099488,9253.4841297343,nan,0.04054590409768673
D,60.0,156.44138720408083,9500.885304692236,nan,0.04046282736511767
D,70.0,153.79606202275465,9750.289917736072,nan,0.040319769903898454
D,80.0,150.91421078136509,9750.231048320748,nan,0.04007025790872952
F,10.725,72.63511665351764,1186.4036700368968,nan,0.19161429923765763
F,23.756756756756758,48.16043664605652,597.5497107774127,nan,0.12107533265471918
F,35.891891891891895,82.63262737421438,3.4420306144197492,nan,0.11556206430548001
F,47.891891891891895,59.05758735945835,3.168538086925614,nan,0.046036410859698916
F,59.729729729729726,72.95118348883281,3.141780997415123,nan,0.032255668962585624
F,71.45945945945945,91.01338180743338,2.9671167491748442,nan,0.028928694877033746
F,83.29729729729729,96.91056100897757,2.871664766885787,nan,0.029512272902135473
F,95.05555555555556,103.68291666078532,2.629746072010552,nan,0.029603390083317336
F-noGovernor,10.725,72.63511665351764,1186.4036700368968,nan,0.19161429923765763
F-noGovernor,23.756756756756758,48.16043664605652,597.5497107774127,nan,0.12107533265471918
F-noGovernor,36.027027027027025,66.46573002505583,3.50656514334947,nan,0.1163105616064974
F-noGovernor,48.0,52.62071120180394,3.293506270905357,nan,0.04690368136967551
F-noGovernor,59.945945945945944,67.00345071164034,2.641929507815042,nan,0.03725197709948995
F-noGovernor,71.67567567567568,76.89369022423885,2.3487397342986767,nan,0.0297480081008073
F-noGovernor,83.70270270270271,88.97181956698273,2.4955852129713363,nan,0.02915629104748914
F-noGovernor,95.30555555555556,93.72401124783586,2.2863714766546606,nan,0.02890724038053738
